行政區,路權單位,申挖種類,工程類型,鋪面,修復管理費,路面修復費,施工期限_起,施工期限_止,施工面積,修復面積,施工地點
蘆竹區,蘆竹區,一般,搶修,柏油,160,0,101/03/29,101/03/29,2,0,蘆竹區南華一街23號至南華一街23號[前]
龍潭區,工務局,一般,遷移,柏油,2592,23010,101/06/04,101/06/07,32.4,39,龍潭區中原路一段[施工地點龍潭鄉中原路一段0K+860至0K+886公里處]
蘆竹區,蘆竹區,一般,新設,柏油,1216,0,101/05/15,101/05/18,15.2,0,蘆竹區[貓尾崎70-40號]
楊梅區,楊梅區,一般,新設,柏油,400,11840,101/06/19,101/06/22,5,32,楊梅區永寧里校前路342巷旁號至校前路342巷旁號
楊梅區,楊梅區,一般,搶修,柏油,400,9250,101/03/23,101/03/23,5,25,楊梅區無里萬大路41號至萬大路43號
楊梅區,楊梅區,一般,新設,柏油,240,7400,101/05/29,101/06/01,3,20,楊梅區永寧里校前路324巷56號對面號至校前路324巷56號對面號
龍潭區,龍潭區,一般,新設,柏油,320,6216,101/04/23,101/04/26,4,16.8,龍潭區民治路[與石門山登山步道交叉口右側公廁]
大溪區,大溪區,一般,新設,柏油,192,21978,101/05/03,101/05/07,2.4,59.4,大溪區民權東路185巷45號[邊]
大溪區,大溪區,一般,新設,柏油,192,17880,101/05/07,101/05/11,2.4,6,大溪區埔頂路1段408號[左側工地]
大溪區,大溪區,一般,新設,柏油,192,9990,101/05/07,101/05/11,2.4,27,大溪區埔頂六街115號[右側工地]
大溪區,大溪區,一般,新設,柏油,384,9990,101/05/07,101/05/11,4.8,27,大溪區埔頂七街189號[右側工地]
大溪區,大溪區,一般,新設,柏油,256,7770,101/05/03,101/05/07,3.2,21,大溪區坑底路[三層段坑底小段228-2地號]
大溪區,大溪區,一般,新設,柏油,384,9990,101/05/07,101/05/11,4.8,27,大溪區埔頂三街29號[邊]
大溪區,大溪區,一般,新設,柏油,128,4440,101/05/07,101/05/11,1.6,12,大溪區和二路50號
大溪區,大溪區,一般,新設,柏油,320,13320,101/05/07,101/05/11,4,36,大溪區復興路1段755號[邊]
龍潭區,龍潭區,一般,新設,柏油,448,8325,101/05/08,101/05/11,5.6,22.5,龍潭區忠勇街117號[左後方]
大溪區,大溪區,一般,新設,柏油,192,4995,101/05/07,101/05/11,2.4,13.5,大溪區埔頂五街59號[邊]
大溪區,大溪區,一般,新設,柏油,192,4995,101/05/03,101/05/07,2.4,13.5,大溪區介壽路566巷25弄152號[對面]
大溪區,大溪區,一般,新設,柏油,576,11914,101/05/03,101/05/07,7.2,32.2,大溪區文化路273巷10弄22衖
蘆竹區,蘆竹區,一般,新設,柏油,6400,0,101/05/07,101/05/21,80,0,蘆竹區中福里78-2號[中福村中福18鄰78-2號]
中壢區,工務局,一般,搶修,柏油,630,15074,101/03/29,101/03/30,7.88,25.55,中壢區縣道：110甲號(線)道路10公里+180公尺至10公里+180公尺[中壢市延平路336.338號前]
中壢區,中壢區,一般,新設,柏油,1504,52096,101/05/14,101/05/17,18.8,140.8,中壢區松智一街[施工地點位於松智路與松智一街的交叉口]
中壢區,中壢區,一般,新設,柏油,3120,53280,101/07/31,101/08/03,39,144,中壢區民族路六段576巷[施工地點位於民族路六段與民族路六段576巷的交叉口]
楊梅區,楊梅區,一般,新設,柏油,160,5920,101/05/29,101/06/01,2,16,楊梅區金溪里金溪路159巷旁號至金溪路159巷旁號
中壢區,中壢區,一般,檢修,柏油,320,20160,101/05/02,101/05/05,4,21,中壢區興南里環北路194巷至環北路194巷[環北路194巷口旁]
中壢區,中壢區,一般,新設,柏油,3888,59200,101/07/04,101/07/07,48.6,160,中壢區高鐵站前西路一段[施工地點位於站前西路與青園路的交叉口附近]
楊梅區,楊梅區,一般,檢修,柏油,320,18130,101/05/07,101/05/11,4,49,楊梅區福德路107號至福德路107號[福德街107號前]
大溪區,大溪區,一般,其它,柏油,192,9250,101/05/14,101/05/18,2.4,25,大溪區仁和三街151號至仁和三街155號[旁]
大溪區,工務局,一般,新設,柏油,512,10325,101/06/27,101/06/30,6.4,17.5,大溪區縣道：112號(線)道路28公里+971公尺至28公里+977公尺[大溪鎮仁和路一段152號至158號旁]
大溪區,工務局,一般,新設,柏油,6720,154875,101/06/27,101/06/30,84,262.5,大溪區縣道：112號(線)道路26公里+288公尺至26公里+390公尺[大溪鎮仁和路二段573號至593-1號旁]
新屋區,工務局,一般,搶修,柏油,240,7228,101/03/28,101/03/28,3,12.25,新屋區縣道：91號(線)道路2公里+700公尺至2公里+700公尺
新屋區,工務局,一般,搶修,柏油,123,7228,101/03/28,101/03/28,1.54,12.25,新屋區鄉道：91號(線)道路3公里+100公尺至3公里+100公尺
中壢區,中壢區,一般,新設,柏油,1200,20720,101/05/02,101/05/05,15,56,中壢區龍明街18號[1020647用戶劉振照申請表燈新設用電]
楊梅區,工務局,一般,搶修,柏油,589,9499,101/03/27,101/03/27,7.36,16.1,楊梅區鄉道：13號(線)道路6公里+700公尺至6公里+700公尺
中壢區,中壢區,一般,新設,柏油,7296,217560,101/06/18,101/06/21,91.2,588,中壢區忠福里華夏路43號至華夏路115號
龍潭區,龍潭區,一般,檢修,柏油,384,26732,101/05/08,101/05/11,4.8,72.25,龍潭區工二路298巷37號至工二路298巷37號
中壢區,中壢區,一般,新設,柏油,128,7696,101/07/31,101/08/03,1.6,20.8,中壢區忠福里南園二路307號至南園二路307號
中壢區,中壢區,一般,新設,柏油,192,10360,101/05/02,100/05/05,2.4,28,中壢區德義里永泰€街102巷1號[1號對面]
中壢區,中壢區,一般,新設,柏油,128,5920,101/05/10,101/05/13,1.6,16,中壢區月眉里月眉路123-8號[月眉123-2號]
龍潭區,龍潭區,一般,檢修,柏油,384,8140,101/05/08,101/05/11,4.8,22,龍潭區中興路九龍段129巷155號至中興路九龍段129巷155號
中壢區,中壢區,一般,新設,柏油,1664,35520,101/05/02,101/05/05,20.8,96,中壢區五權里中正路1041巷38弄31號[31號旁]
平鎮區,平鎮區,一般,新設,柏油,2944,0,101/04/18,101/04/20,36.8,0,平鎮區貿易里貿一路137號至貿一路137號[旁]
平鎮區,工務局,一般,檢修,柏油,640,17700,101/04/25,101/04/28,8,30,平鎮區縣道：110甲號(線)道路11公里+707公尺至11公里+720公尺[延平路一段199號~205號]
楊梅區,楊梅區,一般,新設,柏油,240,7400,102/03/01,101/03/04,3,20,楊梅區楊明里新農街416號旁號至新農街416號旁號
平鎮區,平鎮區,一般,新設,柏油,2240,0,101/06/01,101/06/04,28,0,平鎮區平南里天津街150巷28弄17號旁號至天津街150巷28弄17號旁號
中壢區,中壢區,一般,新設,柏油,3328,74000,101/05/02,101/05/05,41.6,200,中壢區文化里吉利三街26巷25號[25號邊]
中壢區,中壢區,一般,搶修,柏油,208,3996,101/03/28,100/03/28,2.6,10.8,中壢區自強里興仁路一段20巷22號[22號前]
中壢區,工務局,一般,搶修,柏油,269,11564,101/03/28,101/03/28,3.36,19.6,中壢區縣道：114號(線)道路26公里+615公尺至26公里+615公尺[中壢市中山東路四段41號前]
蘆竹區,蘆竹區,一般,搶修,柏油,160,0,101/03/28,101/03/28,2,0,蘆竹區富國路一段156巷至富國路一段156巷[口]
蘆竹區,工務局,一般,搶修,柏油,864,24780,101/03/30,101/03/31,10.8,42,蘆竹區八股路126號至八股路226號[桃19鄉道]
蘆竹區,工務局,一般,搶修,柏油,720,20650,101/03/29,101/03/30,9,35,蘆竹區八股路1號至八股路52號[桃19鄉道]
中壢區,中壢區,一般,新設,柏油,64,6660,101/04/24,101/04/27,0.8,18,中壢區東興里新興路228號至新興路228號[中壢東興里新興路228號旁立電桿1支向台電申請用電]
中壢區,中壢區,一般,新設,柏油,64,8880,101/04/24,101/04/27,0.8,24,中壢區文化里吉林三路41號至吉林三路41號[中壢文化里吉林三路41號對面立電桿1支向台電申請用電]
楊梅區,楊梅區,一般,新設,柏油,3840,183520,101/05/07,101/05/11,48,496,楊梅區青山三街147號至青山六街72巷1號[旁]
楊梅區,楊梅區,一般,新設,柏油,1680,97680,101/05/07,101/05/11,21,264,楊梅區四維路108號至四維路118號
平鎮區,工務局,一般,新設,柏油,768,26845,101/05/07,101/05/10,9.6,45.5,平鎮區北興里金陵路2段355號[355對面]
中壢區,中壢區,一般,新設,柏油,128,12120,101/07/27,101/07/30,1.6,12,中壢區忠福里南園二路256號[256號旁.人行道及瀝青]
蘆竹區,工務局,一般,新設,柏油,768,24780,101/05/21,101/05/24,9.6,42,蘆竹區
八德區,八德區,一般,新設,柏油,128,0,101/05/29,101/06/01,1.6,0,八德區重慶街1號[旁(和平路56號)]
八德區,八德區,一般,新設,柏油,128,0,101/05/30,101/06/02,1.6,0,八德區永福街108巷38號
蘆竹區,蘆竹區,一般,新設,柏油,128,0,101/05/12,101/05/14,1.6,0,蘆竹區豪登一街1號[旁]
蘆竹區,工務局,一般,搶修,柏油,18000,346920,101/03/15,101/03/17,225,588,蘆竹區鄉道：桃3號(線)道路7公里+217公尺至7公里+385公尺[蘆竹鄉南山路一段37-85號前]
蘆竹區,工務局,一般,新設,柏油,192,10325,101/04/23,101/04/26,2.4,17.5,蘆竹區鄉道：49號(線)道路1公里+50公尺至1公里+50公尺[蘆竹鄉龍安街2段1555號]
中壢區,工務局,一般,新設,柏油,192,10325,101/04/25,101/04/28,2.4,17.5,中壢區過嶺里民族新榮路6段口號[民族路6段與新榮路口]
蘆竹區,工務局,一般,新設,柏油,192,10325,101/04/25,101/04/28,2.4,17.5,蘆竹區富國路2段734-4號[邊)(桃15線1k+650]
蘆竹區,蘆竹區,一般,搶修,柏油,240,0,101/03/26,101/03/26,3,0,蘆竹區中正路28號至中正路28號[前人行道]
蘆竹區,蘆竹區,一般,新設,柏油,1152,0,101/05/14,101/05/17,14.4,0,蘆竹區長興路3段[及東溪路口]
蘆竹區,蘆竹區,一般,新設,柏油,3840,0,101/05/07,101/05/10,48,0,蘆竹區中山路9號[後面]
桃園區,工務局,一般,新設,柏油,384,22715,101/04/25,101/04/28,4.8,38.5,桃園區慈文路491號[桃16線1k+800]
中壢區,中壢區,一般,新設,柏油,768,22200,101/08/15,101/08/18,9.6,60,中壢區忠福里南園二路307號至南園二路307號[旁邊]
八德區,八德區,一般,搶修,柏油,952,0,101/03/27,101/03/27,11.9,0,八德區福國北街205巷26號至福國北街205巷26號[前]
中壢區,工務局,一般,新設,柏油,192,11358,101/05/07,101/05/10,2.4,19.25,中壢區水尾里新生路3段508-1號
中壢區,中壢區,一般,新設,柏油,128,5180,101/05/02,101/05/05,1.6,14,中壢區福德里成功路79巷68號
中壢區,中壢區,一般,新設,柏油,128,8880,101/05/02,101/05/05,1.6,24,中壢區文化里吉利十路65號[65號後面]
平鎮區,工務局,一般,搶修,柏油,485,13216,101/03/27,101/03/27,6.06,22.4,平鎮區縣道：113甲號(線)道路0公里+195公尺至0公里+195公尺[平鎮市金陵路82號前]
平鎮區,平鎮區,一般,搶修,柏油,462,0,101/03/27,101/03/27,5.77,0,平鎮區復旦里文化街90巷60號
龍潭區,龍潭區,一般,新設,柏油,768,17298,101/05/08,101/05/11,9.6,46.75,龍潭區大同路58巷18弄1號至大同路58巷18弄1號
龍潭區,工務局,一般,檢修,柏油,112,12390,101/04/27,101/04/30,1.4,21,龍潭區縣道：65號(線)道路0公里+788公尺至0公里+7894公尺[富華街292巷口旁]
中壢區,工務局,一般,檢修,柏油,320,10620,101/04/27,101/04/30,4,18,中壢區縣道：74號(線)道路1公里+346公尺至1公里+351公尺[龍東路306號前]
龜山區,工務局,一般,搶修,柏油,589,7640,101/03/25,101/03/25,7.36,12.95,龜山區縣道：8號(線)道路0公里+260公尺至0公里+260公尺
蘆竹區,蘆竹區,一般,新設,柏油,11808,0,101/04/21,101/04/24,147.6,0,蘆竹區上興路50巷[.74巷和上竹四街口]
中壢區,中壢區,一般,遷移,柏油,180,4884,101/05/02,101/05/05,2.25,13.2,中壢區溪洲二街55號至溪洲二街55號[溪洲二街與溪洲三街]
中壢區,中壢區,一般,檢修,柏油,192,8880,101/05/03,101/05/06,2.4,24,中壢區仁義里中園路187巷至中園路187巷
楊梅區,楊梅區,一般,搶修,柏油,320,10360,101/03/26,101/03/26,4,28,楊梅區興南街16號至興南街16號
觀音區,觀音區,一般,新設,柏油,128,0,101/05/01,101/05/04,1.6,0,觀音區草漯里大觀路271號[草漯村大觀路271號邊]
中壢區,中壢區,一般,檢修,柏油,320,20720,101/05/03,101/05/06,4,56,中壢區內壢里成功路122巷53弄至成功路122巷53弄[成功路122巷53弄]
楊梅區,工務局,一般,新設,柏油,14336,462560,101/04/27,101/04/30,179.2,784,楊梅區縣道：115號(線)道路16公里+19公尺至16公里+243公尺[大成路26號~大成路118號前]
中壢區,中壢區,一般,檢修,柏油,640,33670,101/05/03,101/05/06,8,91,中壢區忠孝里忠孝路282巷282弄至忠孝路282巷51號[忠孝路282巷282弄口及282巷51號前]
中壢區,中壢區,一般,新設,柏油,192,8880,101/05/02,101/04/05,2.4,24,中壢區至善里中山東路3段414巷60-2號
平鎮區,平鎮區,一般,新設,柏油,128,0,101/04/23,101/04/26,1.6,0,平鎮區東勢里快速路1段241巷90號[90號對面]
蘆竹區,工務局,一般,新設,柏油,7760,230454,101/04/27,101/04/30,97,390.6,蘆竹區大新路0號[8K+500]
中壢區,中壢區,一般,孔蓋昇降,柏油,112,1480,101/05/03,101/05/06,1.4,4,中壢區華勛里榮民南路160號至榮民南路160號[榮民南路160號]
中壢區,中壢區,一般,檢修,柏油,320,35520,101/05/02,101/05/05,4,96,中壢區東興里東興街8號至東興街8號[東興街8號]
中壢區,中壢區,一般,檢修,柏油,1600,77700,101/05/03,101/05/06,20,210,"中壢區復興里長樂街82巷至長樂街108巷13弄[長樂街82,84,87,巷及108巷13弄]"
蘆竹區,工務局,一般,新設,柏油,224,7228,101/04/23,101/04/26,2.8,12.25,蘆竹區鄉道：19號(線)道路0公里+650公尺至0公里+650公尺[蘆竹鄉八股路157號]
楊梅區,工務局,一般,檢修,柏油,112,14455,101/04/27,101/04/30,1.4,24.5,楊梅區縣道：109號(線)道路4公里+424公尺至4公里+475公尺[楊梅市民生街199號及223號旁]
中壢區,中壢區,一般,新設,柏油,256,9065,101/05/02,101/05/05,3.2,24.5,中壢區中央里興國路46號[1010409李危開申請新設用電管路埋設工程]
蘆竹區,蘆竹區,一般,新設,柏油,256,0,101/05/12,101/05/15,3.2,0,蘆竹區新生路289巷120號[與176號]
龍潭區,龍潭區,一般,檢修,柏油,320,17298,101/05/08,101/05/11,4,46.75,龍潭區中興路63巷至中興路63巷[中興路63巷(安康新村)]
八德區,八德區,一般,新設,柏油,256,0,101/06/04,101/06/07,3.2,0,八德區城仔3-8號[左側]
平鎮區,工務局,一般,孔蓋昇降,柏油,112,7228,101/04/25,101/04/28,1.4,12.25,平鎮區中豐路山頂段至中豐路山頂段[平鎮市113線中豐路山頂段通信學校對面113線22K+508M]
八德區,八德區,一般,新設,柏油,128,0,101/06/01,101/06/04,1.6,0,八德區豐吉路236號
中壢區,中壢區,一般,新設,柏油,192,10360,101/05/02,101/05/05,2.4,28,中壢區自信里普騰街62號[62號邊30公尺]
蘆竹區,蘆竹區,一般,新設,柏油,3440,0,101/05/07,101/05/10,43,0,蘆竹區中山路9號[旁和吉林路173巷2弄內]
蘆竹區,蘆竹區,一般,新設,柏油,2960,0,101/05/07,101/05/10,37,0,蘆竹區明光街[和南竹路五段201巷口]
蘆竹區,蘆竹區,一般,新設,柏油,1600,0,101/04/30,101/05/03,20,0,蘆竹區上竹四街[和竹中街口]
蘆竹區,蘆竹區,一般,遷移,柏油,640,0,101/04/30,101/05/03,8,0,蘆竹區中正北路
中壢區,工務局,一般,新設,柏油,1280,41300,101/04/24,101/04/27,16,70,中壢區中正路4段88號[0110841台灣省農會申請新設用電管路埋設工程]
中壢區,中壢區,一般,新設,柏油,3040,63640,101/05/30,101/06/02,38,172,中壢區三民里大享街554號[施工地點位於中壢市大享街554號]
新屋區,新屋區,一般,搶修,柏油,422,0,101/03/21,101/03/21,5.28,0,新屋區社子里無路[3鄰17-8號]
楊梅區,楊梅區,一般,搶修,柏油,640,15540,101/03/22,101/03/22,8,42,楊梅區無里行善路3號
蘆竹區,蘆竹區,一般,搶修,柏油,640,0,101/03/24,101/03/24,8,0,蘆竹區南崁路325號至南崁路325號[前]
蘆竹區,蘆竹區,一般,搶修,柏油,80,0,101/03/23,101/03/23,1,0,蘆竹區愛國一路118巷1號至愛國一路118巷1號[前]
蘆竹區,蘆竹區,一般,搶修,柏油,240,0,101/03/23,101/03/23,3,0,蘆竹區光復路144巷至光復路144巷[口]
中壢區,中壢區,一般,新設,柏油,920,23088,101/05/02,101/05/05,11.5,62.4,中壢區永春路139號[施工地點位於中壢市永春路139號旁]
楊梅區,楊梅區,一般,新設,柏油,240,13320,101/05/15,101/05/18,3,36,楊梅區益新一街121號[前]
蘆竹區,蘆竹區,一般,搶修,柏油,160,0,101/03/21,101/03/21,2,0,蘆竹區南崁路250號至南崁路250號[前]
楊梅區,中壢區,一般,搶修,柏油,336,5550,101/03/23,101/03/23,4.2,15,楊梅區篤行里永福路[與興仁路二段口]
楊梅區,中壢區,一般,搶修,柏油,288,11100,101/03/26,101/03/26,3.6,30,楊梅區自強里自立五街98號
中壢區,中壢區,一般,新設,柏油,1720,51800,101/05/07,101/05/10,21.5,140,中壢區永發路45號[施工地點位於中壢市永發路45號旁]
中壢區,中壢區,一般,新設,柏油,576,16576,101/05/07,101/05/10,7.2,44.8,中壢區青昇一街36號[用戶林乾南中申請臨時新設用電管路埋設工程於中壢市青昇一街36號左側]
大溪區,大溪區,一般,搶修,柏油,640,7400,101/05/07,101/05/11,8,20,大溪區埔頂路[仁德街交叉口]
平鎮區,平鎮區,一般,新設,柏油,128,0,101/04/20,101/04/23,1.6,0,平鎮區廣興里忠孝路179巷1號[1號邊]
中壢區,中壢區,一般,新設,柏油,192,7400,101/05/02,101/05/05,2.4,20,中壢區普忠里中北路160號[160號邊]
平鎮區,平鎮區,一般,新設,柏油,640,0,101/04/20,101/04/23,8,0,平鎮區新勢里新榮路296號[296號對面]
中壢區,工務局,一般,抽換,柏油,25600,963175,101/04/16,101/04/20,320,1632.5,中壢區縣道：114號(線)道路21公里+612公尺至21公里+782公尺
大園區,大園區,一般,新設,柏油,1200,55500,101/05/17,101/05/20,15,150,大園區中山南路2段658號[對面人行道上]
中壢區,中壢區,一般,搶修,柏油,216,10360,101/03/22,101/03/22,2.7,28,中壢區中正路299號
中壢區,中壢區,一般,搶修,柏油,1056,11840,101/03/22,101/03/22,13.2,32,中壢區永興里中山路386巷62弄口號
中壢區,工務局,一般,搶修,柏油,182,9499,101/03/21,101/03/22,2.28,16.1,中壢區縣道：113號(線)道路16公里+456公尺至16公里+456公尺[中壢市中豐路305號前]
平鎮區,平鎮區,一般,新設,柏油,3904,0,101/04/18,101/04/21,48.8,0,平鎮區復興里文化路49巷1號至文化路49巷15號
